28	948	1
28	1390	1
28	1401	2
28	1474	1
28	1560	2
28	1651	1
28	1759	1
28	2215	1
29	5	5
29	64	1
29	88	1
29	607	1
29	836	9
29	1167	1
29	1401	3
29	1560	2
29	1651	1
29	1697	1
29	1759	1
29	1861	1
29	2092	1
29	2215	1
30	6	2
30	106	1
30	130	1
30	171	2
30	172	4
30	256	2
30	328	1
30	407	3
30	910	1
30	1094	3
30	1239	5
30	1393	1
30	2048	1
30	2050	4
30	2218	1
30	2246	1
30	2382	1
30	2523	1
30	3158	2
31	6	1
31	171	1
31	1094	2
31	2218	1
31	2523	1
32	7	2
33	7	1
35	2027	1
35	2265	1
35	2275	1
37	43	1
37	64	1
37	66	5
37	75	4
37	134	1
37	148	1
37	174	1
37	253	1
37	323	1
37	327	1
37	328	1
37	342	1
37	390	1
37	393	2
37	403	2
37	446	4
37	587	1
37	593	2
37	680	1
37	681	1
37	703	1
37	712	1
37	735	1
37	765	1
37	770	1
37	796	1
37	857	2
37	879	2
37	982	2
37	1106	1
37	1707	1
37	1735	2
37	1800	1
37	1886	1
37	1974	3
37	2022	1
37	2150	1
37	2154	1
37	2468	1
37	2481	1
37	2598	2
37	2840	3
37	2851	1
37	3130	1
37	3314	1
37	3703	1
37	4077	1
38	72	1
38	146	1
38	1022	1
38	1030	1
38	1042	1
38	1094	3
38	1354	1
38	1374	1
38	2256	1
38	2343	1
38	3040	2
38	3158	1
40	276	1
40	558	1
40	1735	1
40	2343	1
41	8	2
41	160	2
41	508	1
41	607	1
41	1851	2
42	8	2
42	160	2
42	508	3
42	607	1
42	1851	5
43	10	1
43	24	1
43	115	1
43	130	5
43	197	3
43	218	4
43	285	1
43	291	1
43	332	2
43	395	1
43	398	2
43	441	1
43	453	1
43	572	1
43	611	1
43	619	3
43	624	1
43	647	1
43	650	2
43	698	1
43	700	1
43	795	2
43	815	1
43	839	1
43	844	3
43	850	1
43	1002	1
43	1100	1
43	1210	4
43	1342	1
43	1400	1
43	1508	1
43	1536	1
43	1671	1
43	1692	1
43	2290	2
43	2456	2
43	3487	11
43	3695	1
44	10	1
44	24	1
44	115	1
44	130	1
44	197	1
44	218	3
44	291	1
44	398	2
44	441	1
44	453	1
44	572	1
44	619	1
44	624	1
44	647	1
44	650	2
44	698	1
44	700	1
44	815	1
44	839	1
44	850	1
44	1002	1
44	1100	1
44	1210	3
44	1400	1
44	1508	1
44	1536	1
44	1561	1
44	2290	1
44	2456	1
44	3487	8
44	3695	1
45	9	1
45	12	1
45	66	1
45	924	1
46	9	1
46	12	8
46	66	2
46	182	1
46	703	1
46	924	1
46	2022	1
46	2342	1
46	2413	1
47	10	13
47	20	1
47	24	1
47	85	1
47	89	1
47	129	2
47	130	7
47	144	1
47	164	1
47	218	2
47	222	18
47	267	1
47	293	1
47	361	2
47	428	21
47	441	5
47	453	11
47	588	1
47	622	1
47	624	1
47	650	1
47	662	1
47	681	1
47	719	1
47	727	1
47	782	1
47	800	1
47	826	1
47	1114	1
47	1174	4
47	1229	2
47	1240	1
47	1260	4
47	1354	1
47	1536	3
47	1592	3
47	1844	1
47	1919	1
47	1965	2
47	2407	4
47	2578	2
47	2865	1
47	3780	1
48	6	1
48	10	9
48	24	1
48	37	1
48	56	1
48	100	5
48	124	1
48	130	7
48	169	1
48	222	3
48	227	3
48	275	1
48	357	1
48	382	4
48	413	2
48	428	5
48	440	1
48	528	2
48	588	5
48	601	7
48	650	1
48	723	2
48	759	2
48	800	1
48	826	2
48	954	1
48	957	1
48	989	1
48	1085	1
48	1174	4
48	1260	1
48	1278	1
48	1536	1
48	1561	2
48	1897	8
48	1920	1
48	2214	1
48	2543	4
48	2729	1
48	2865	4
48	2910	3
49	8	4
49	10	2
49	24	5
49	56	1
49	130	1
49	169	1
49	413	1
49	428	1
49	453	1
49	515	1
49	601	6
49	723	1
49	759	1
49	826	2
49	888	1
49	1085	1
49	1144	1
49	1200	2
49	1260	2
49	1426	1
49	1536	3
49	1560	1
49	1561	3
49	1641	1
49	1852	2
49	1892	1
49	1897	1
49	1965	4
49	2543	5
49	2578	3
49	2729	1
49	2865	1
49	2910	5
50	11	4
50	51	2
50	130	2
50	314	1
50	532	1
50	814	3
50	1042	1
50	1152	1
50	1164	1
50	1646	2
50	1711	1
50	1810	1
50	2204	1
50	3867	1
51	8	1
51	11	8
51	17	4
51	51	7
51	130	7
51	161	2
51	171	1
51	198	1
51	269	1
51	314	3
51	532	3
51	552	1
51	606	1
51	652	2
51	669	1
51	731	1
51	814	4
51	889	1
51	1025	5
51	1042	3
51	1138	1
51	1152	6
51	1164	2
51	1269	2
51	1310	1
51	1527	4
51	1638	2
51	1646	8
51	1711	9
51	1810	2
51	1900	1
51	1988	1
51	2183	1
51	2204	1
51	2370	2
51	2468	1
51	2572	1
51	2631	1
51	2752	3
51	2767	1
51	3440	1
51	3583	1
51	3867	2
52	11	2
52	51	4
52	130	2
52	161	1
52	171	1
52	314	1
52	532	1
52	552	1
52	669	1
52	731	1
52	814	3
52	889	1
52	1025	1
52	1152	2
52	1269	1
52	1646	2
52	1711	2
52	1782	1
52	1810	1
52	2183	1
52	2204	1
52	2468	1
52	2631	1
52	2767	1
52	3440	1
53	12	7
53	15	1
53	1003	1
53	1697	1
54	12	1
54	13	1
54	328	1
54	1697	1
54	2032	1
55	12	5
55	130	1
56	12	1
56	165	1
56	366	1
56	508	1
56	566	5
56	1169	1
56	1372	8
56	1588	1
56	2032	1
56	2993	1
56	3652	1
57	1263	1
58	473	1
58	927	1
58	1263	1
58	3486	1
59	24	1
59	1263	2
59	2114	1
59	2242	3
59	2470	1
59	2479	5
59	2541	1
59	3486	6
60	1463	1
63	8	1
63	134	1
63	156	1
63	473	1
63	927	1
63	1263	1
63	1882	1
63	1917	1
63	2092	1
63	2479	1
63	2615	1
64	13	1
64	310	1
64	520	1
64	536	1
64	2150	1
65	12	1
65	13	1
65	17	1
65	41	2
65	399	1
65	520	1
65	536	7
65	678	1
65	987	1
65	1060	1
65	1431	1
65	1828	1
65	2150	2
65	2175	1
65	2512	1
65	3194	1
66	13	1
66	137	1
66	331	1
66	520	2
66	678	1
66	697	1
66	965	1
66	1060	2
66	1369	1
66	1380	1
66	1717	1
66	2037	1
66	2127	1
66	2150	2
66	2217	2
67	14	1
67	24	1
67	130	1
67	185	1
67	527	1
67	850	1
67	890	1
67	1200	1
67	1641	1
67	2021	1
67	2366	1
68	6	1
68	14	1
68	106	1
68	130	2
68	279	1
68	310	4
68	342	1
68	395	2
68	410	2
68	485	1
68	503	3
68	512	1
68	527	1
68	528	1
68	647	1
68	783	4
68	904	3
68	1095	1
68	1173	1
68	1183	4
68	1428	2
68	1489	2
68	1605	1
68	2021	2
68	2050	4
68	2156	1
68	2303	1
68	2334	1
68	2366	5
68	2456	1
68	2473	1
68	2578	1
68	3314	3
68	3710	1
68	3751	1
69	14	1
70	14	1
70	185	1
70	395	1
70	783	2
70	1183	1
70	1363	1
70	2021	2
70	3314	2
71	14	1
71	24	1
71	30	1
71	106	5
71	130	5
71	132	2
71	160	1
71	185	1
71	279	3
71	394	1
71	415	1
71	503	3
71	512	1
71	513	1
71	522	1
71	527	1
71	528	1
71	534	1
71	647	4
71	715	1
71	783	2
71	850	1
71	888	1
71	890	1
71	904	5
71	988	1
71	1095	1
71	1173	1
71	1183	2
71	1192	1
71	1273	2
71	1300	1
71	1363	2
71	1393	1
71	1428	2
71	1479	3
71	1489	1
71	1560	1
71	1605	1
71	1637	1
71	1744	1
71	1852	1
71	1974	1
71	2021	2
71	2050	11
71	2303	1
71	2334	1
71	2366	1
71	3314	2
71	3751	1
72	15	8
72	66	1
72	70	1
72	75	4
72	81	1
72	96	1
72	110	5
72	123	1
72	130	1
72	166	4
72	225	1
72	399	2
72	403	1
72	447	4
72	697	1
72	703	16
72	736	1
72	758	1
72	1027	1
72	1106	8
72	1108	1
72	1297	1
72	1373	1
72	1380	3
72	2217	1
72	2457	2
72	3781	1
73	15	1
73	2428	1
74	15	12
74	66	1
74	75	2
74	110	1
74	166	2
74	269	2
74	299	1
74	447	4
74	645	1
74	703	1
74	735	1
74	736	4
74	1106	2
74	1131	2
74	1761	1
74	3127	3
75	12	1
75	15	15
75	66	1
75	447	1
75	703	4
75	1512	1
75	1999	1
75	3127	1
75	3781	1
76	14	1
76	16	3
76	85	4
76	132	1
76	150	1
76	243	1
76	379	1
76	468	1
76	485	5
76	648	1
76	654	1
76	831	2
76	994	3
76	1007	2
76	1083	1
76	1203	1
76	1428	1
76	1691	2
76	1910	1
76	2325	1
76	2353	1
76	2366	1
76	3597	1
76	3751	2
77	16	4
77	130	1
77	485	4
77	500	1
77	546	1
77	579	1
77	582	2
77	831	3
77	988	1
77	994	1
77	1034	1
77	1493	1
77	1691	2
77	1766	1
77	2191	1
77	2280	1
77	2366	1
78	16	7
78	81	1
78	130	1
78	200	1
78	232	1
78	485	5
78	500	1
78	579	1
78	643	2
78	831	3
78	992	1
78	994	2
78	1007	2
78	1083	1
78	1738	1
78	2280	1
78	2366	1
78	2549	1
78	3597	1
78	3751	1
79	16	4
79	67	1
79	85	1
79	177	1
79	485	3
79	494	1
79	595	1
79	791	1
79	797	1
79	802	1
79	831	3
79	896	1
79	1007	1
79	1083	1
79	1428	1
79	1572	1
79	1691	2
79	1910	1
79	1998	1
79	2353	1
79	3299	1
79	3711	1
79	3751	2
80	0	1
80	8	2
80	17	1
80	119	1
80	128	1
80	193	1
80	402	1
80	509	2
80	593	4
80	633	1
80	818	8
80	819	1
80	898	2
80	944	2
80	1049	2
80	1152	2
80	1193	1
80	1257	1
80	1359	3
80	1390	1
80	1472	3
80	1489	1
80	1627	1
80	1716	1
80	1737	1
80	1927	1
80	2007	8
80	2450	1
80	2604	1
80	2631	1
81	17	1
81	79	1
81	130	1
81	200	1
81	232	1
81	238	5
81	328	1
81	464	1
81	500	1
81	527	1
81	550	1
81	593	2
81	796	1
81	936	1
81	1049	1
81	1147	1
81	1287	1
81	1514	1
81	1570	1
81	1687	3
81	1702	1
81	1704	1
81	1722	1
81	1735	9
81	1754	2
81	1803	4
81	1835	1
81	1997	1
81	2007	1
81	2102	1
81	2132	4
81	2144	1
81	2145	3
81	2325	1
81	2498	1
81	2541	1
81	2621	3
81	2631	1
81	2783	1
81	2878	1
81	3656	1
82	35	1
82	781	1
82	909	1
82	1042	1
82	1246	3
82	1762	1
82	2078	1
83	198	1
83	397	1
83	708	2
83	773	2
83	1055	1
83	1423	1
83	1651	1
83	2280	1
84	24	1
84	33	1
84	68	25
84	71	13
84	147	1
84	150	2
84	159	3
84	193	1
84	245	5
84	281	11
84	340	1
84	507	1
84	532	2
84	571	2
84	573	1
84	584	5
84	721	1
84	723	1
84	731	1
84	879	1
84	936	2
84	1108	1
84	1239	1
84	1577	1
84	1886	2
84	2065	1
84	2181	17
84	2306	1
84	2417	3
84	2422	1
84	2631	1
84	3519	1
84	4140	1
85	68	2
85	150	1
85	159	1
85	240	1
85	250	1
85	281	1
85	282	1
85	340	1
85	554	1
85	571	1
85	613	1
85	686	1
85	1032	1
85	1390	1
85	1423	1
85	1759	1
85	1762	1
85	1900	1
85	2181	2
85	2365	1
85	2631	1
85	2686	1
85	2812	1
85	3519	1
86	68	1
86	245	1
86	281	1
87	68	3
87	71	1
87	245	1
87	584	1
87	2181	1
88	71	1
88	150	1
88	245	3
88	281	6
88	507	1
88	721	1
88	879	3
88	2102	1
88	2181	1
88	2306	1
88	2386	1
88	2417	1
89	591	1
90	12	2
90	15	7
90	66	3
90	72	1
90	110	3
90	231	6
90	253	1
90	323	1
90	703	2
90	712	1
90	1485	3
90	1552	5
90	2851	1
90	3127	1
90	3414	1
91	54	1
91	66	2
91	67	2
91	69	1
91	75	5
91	76	8
91	81	3
91	110	3
91	153	4
91	166	1
91	182	23
91	237	1
91	269	1
91	323	1
91	459	1
91	541	1
91	571	20
91	591	4
91	650	1
91	703	1
91	712	1
91	731	2
91	796	1
91	819	1
91	827	7
91	1044	6
91	1065	1
91	1137	1
91	1152	1
91	1239	1
91	1310	1
91	1371	4
91	1374	1
91	1479	1
91	1506	1
91	1759	1
91	1900	2
91	2181	1
91	2443	1
91	3698	3
91	3831	1
91	4830	1
92	46	1
92	816	1
92	1447	1
92	2878	1
93	46	1
93	155	1
93	339	1
93	494	1
93	579	1
93	803	1
93	816	2
93	936	1
93	1079	1
93	1285	1
93	1666	1
93	2051	1
93	2342	2
93	2401	1
93	2541	1
93	2878	1
94	46	5
94	1488	4
94	2417	1
95	14	1
95	18	5
95	48	1
95	130	3
95	218	6
95	240	5
95	242	1
95	426	5
95	430	1
95	506	1
95	628	1
95	724	1
95	761	1
95	837	2
95	866	2
95	909	1
95	1084	2
95	1092	1
95	1107	1
95	1130	1
95	1213	1
95	1309	2
95	1331	1
95	1402	1
95	1412	2
95	1463	1
95	1540	1
95	1554	2
95	1578	1
95	1611	1
95	1681	1
95	1759	1
95	1910	1
95	2218	1
95	2296	1
95	2548	1
95	2563	1
95	2812	1
95	2953	1
95	3222	1
96	18	1
96	218	1
96	240	1
96	426	4
96	1130	1
96	1309	1
96	1554	1
97	18	1
97	130	1
97	146	1
97	203	1
97	506	1
97	992	1
97	1300	2
97	1309	1
97	1412	1
97	3751	1
98	90	1
98	130	6
98	217	4
98	353	1
98	487	1
98	509	1
98	642	1
98	838	3
98	856	1
98	884	1
98	934	6
98	935	1
98	939	1
98	1394	3
98	1428	1
98	1789	2
98	2113	1
98	2238	2
98	2325	1
98	2366	1
98	3496	1
99	268	1
99	350	1
99	2252	1
100	13	1
100	19	10
100	152	4
100	277	1
100	627	1
100	829	4
100	990	1
100	1042	1
100	1193	1
100	1239	2
100	1706	1
100	1988	1
100	2445	1
100	2631	1
101	19	77
101	25	1
101	133	2
101	152	23
101	174	1
101	176	1
101	199	1
101	277	5
101	393	13
101	627	5
101	829	20
101	990	5
101	1014	2
101	1042	9
101	1056	1
101	1104	1
101	1146	1
101	1152	3
101	1186	1
101	1193	1
101	1239	24
101	1246	2
101	1299	2
101	1302	5
101	1335	4
101	1556	1
101	1628	1
101	1706	2
101	1722	1
101	1863	1
101	1988	1
101	2034	8
101	2158	2
101	2444	1
101	2445	4
101	2464	1
101	2499	1
101	2631	1
101	3095	2
101	3313	1
101	3380	1
101	3456	1
101	3543	5
101	3716	1
101	3726	1
102	19	101
102	25	1
102	152	19
102	174	1
102	176	2
102	277	7
102	393	16
102	575	1
102	627	5
102	829	29
102	990	5
102	1014	1
102	1042	10
102	1056	1
102	1146	1
102	1152	4
102	1186	1
102	1193	1
102	1239	26
102	1246	2
102	1299	2
102	1302	7
102	1335	4
102	1556	1
102	1628	2
102	1722	1
102	1863	1
102	1988	1
102	2034	8
102	2158	2
102	2444	1
102	2445	5
102	2464	3
102	2499	2
102	2631	1
102	2775	1
102	3095	3
102	3313	1
102	3380	1
102	3456	1
102	3543	9
102	3716	1
102	3726	1
103	8	1
103	13	1
103	19	14
103	24	1
103	51	1
103	55	3
103	152	2
103	277	2
103	393	5
103	627	1
103	829	5
103	1042	1
103	1193	1
103	1239	4
103	1242	1
103	1302	1
103	1646	1
103	1988	1
103	2445	3
103	3095	1
104	0	1
104	20	1
104	23	8
104	45	1
104	160	1
104	353	1
104	488	1
104	616	5
104	696	1
104	803	1
104	826	5
104	849	1
104	882	1
104	914	1
104	948	1
104	950	2
104	981	3
104	1158	5
104	1168	1
104	1279	4
104	1393	2
104	1635	1
104	1867	3
104	2039	1
104	2149	2
104	2156	1
104	2393	1
104	2664	1
104	2685	1
105	20	1
105	23	16
105	122	1
105	616	7
105	826	1
105	849	2
105	936	1
105	950	1
105	981	1
105	1078	2
105	1758	1
106	21	5
106	55	3
106	162	1
106	164	1
106	194	1
106	201	1
106	338	2
106	403	1
106	480	1
106	526	1
106	1071	1
106	1302	1
106	1334	1
106	1468	1
106	1702	2
106	1719	1
106	1759	2
106	1886	5
106	1900	1
106	2006	1
106	2070	2
106	2432	1
107	19	2
107	21	1
107	162	1
107	193	3
107	220	1
107	449	3
107	627	1
107	829	1
107	866	1
107	944	1
107	1029	1
107	1043	1
107	1152	1
107	1247	1
107	1257	4
107	1437	1
107	1469	1
107	1478	4
107	1505	2
107	1627	1
107	1947	1
107	2007	1
107	2029	1
107	2067	2
107	3336	2
108	22	1
109	22	1
109	323	1
110	22	1
110	822	1
110	1558	1
110	1641	1
110	2149	1
110	2648	1
111	22	146
112	9	1
112	19	2
112	22	6
112	76	3
112	200	1
112	304	1
112	323	2
112	540	1
112	829	7
112	924	1
112	990	3
112	1055	1
112	1152	2
112	1239	2
112	1900	2
112	1988	1
112	2444	1
112	2631	1
113	56	3
113	208	1
113	230	1
113	585	4
113	1395	1
113	2070	1
114	21	2
114	55	1
114	56	14
114	130	1
114	208	1
114	249	1
114	308	1
114	585	12
114	632	1
114	683	1
114	865	1
114	1030	1
114	1066	1
114	1152	1
114	1308	1
114	1395	1
114	1900	3
114	1985	2
114	2070	1
114	2181	1
114	2214	1
114	3660	2
115	9	1
115	21	2
115	55	1
115	56	4
115	144	2
115	382	1
115	585	2
115	1504	1
115	1900	1
115	2428	1
115	3549	1
115	3734	1
116	23	1
116	172	1
116	1101	2
116	1730	2
116	1763	3
117	23	1
117	172	1
118	19	3
118	72	1
118	139	1
118	174	1
118	627	3
118	971	1
118	990	1
118	1188	1
118	1239	1
118	1426	8
118	3817	1
119	9	1
119	19	6
119	47	1
119	67	1
119	72	1
119	139	1
119	159	1
119	174	5
119	177	1
119	179	1
119	233	1
119	250	2
119	308	1
119	338	2
119	451	1
119	504	1
119	534	2
119	627	3
119	723	1
119	731	1
119	829	2
119	971	1
119	990	6
119	1152	1
119	1188	1
119	1239	7
119	1246	5
119	1251	1
119	1341	1
119	1468	2
119	1504	1
119	1534	1
119	1581	1
119	1598	2
119	1626	1
119	1651	2
119	1928	1
119	1988	7
119	2011	1
119	2121	1
119	2181	1
119	2256	1
119	2511	2
119	2631	1
119	3014	1
119	3571	1
119	3817	1
119	3945	1
120	24	1
120	130	1
120	169	1
120	1229	1
120	1560	1
121	24	1
121	51	1
121	56	1
121	130	5
121	135	1
121	169	3
121	198	1
121	227	1
121	392	1
121	593	1
121	681	13
121	759	2
121	865	1
121	927	1
121	936	8
121	984	1
121	1174	1
121	1229	4
121	1239	1
121	1267	2
121	1384	1
121	1393	3
121	1471	9
121	1479	1
121	1522	2
121	1536	1
121	1560	5
121	1679	2
121	1752	1
121	1820	1
121	1830	1
121	1897	1
121	2181	3
121	2392	1
121	2461	2
121	2729	2
121	2757	1
121	2910	1
121	3414	1
122	25	1
122	61	1
122	159	1
122	236	1
122	269	1
123	100	2
123	328	2
123	583	8
123	636	1
123	1059	1
123	3652	1
124	4	1
124	12	1
124	392	1
124	421	1
124	566	1
124	583	1
124	819	1
124	1059	1
124	1060	1
124	1612	1
124	1684	1
124	2423	1
124	3032	1
126	173	1
126	566	1
126	571	1
126	579	1
126	583	13
126	670	1
126	1059	5
126	1201	1
126	1372	3
126	1422	1
126	1426	1
126	1484	1
126	1612	8
126	1980	2
126	2135	1
126	2423	2
126	2730	1
126	3652	2
126	3671	1
128	19	1
128	80	1
128	130	5
128	160	1
128	218	1
128	312	2
128	345	1
128	418	1
128	430	1
128	471	1
128	488	2
128	685	1
128	788	1
128	866	7
128	883	5
128	946	1
128	1000	1
128	1017	1
128	1056	2
128	1304	2
128	1379	2
128	1508	1
128	1540	2
128	1572	1
128	1633	1
128	1674	1
128	1908	1
128	1952	4
128	1976	1
128	1991	1
128	2548	1
128	3222	1
128	3511	1
129	193	1
129	1379	7
129	1497	1
129	2205	2
129	2763	1
129	3527	1
130	26	1
130	67	3
130	130	1
130	338	1
130	363	2
130	579	3
130	1322	1
130	1460	1
130	1985	1
130	2061	1
131	26	3
131	67	2
131	130	1
131	524	1
131	579	4
131	1191	1
131	1221	1
131	1460	2
131	2061	1
132	26	1
132	54	2
132	55	2
132	67	1
132	70	2
132	112	2
132	130	6
132	150	1
132	171	1
132	222	3
132	230	1
132	338	6
132	361	1
132	363	4
132	382	1
132	390	1
132	392	1
132	405	1
132	437	1
132	491	2
132	496	1
132	500	1
132	502	1
132	523	1
132	558	2
132	584	3
132	605	1
132	624	1
132	654	1
132	664	2
132	683	6
132	947	1
132	959	5
132	970	1
132	981	1
132	1043	1
132	1044	1
132	1098	1
132	1105	1
132	1261	1
132	1282	4
132	1322	1
132	1393	1
132	1460	1
132	1479	1
132	1726	2
132	1759	2
132	1803	1
132	1810	1
132	1859	1
132	1915	1
132	1985	4
132	2006	2
132	2181	2
134	268	1
134	285	1
134	471	2
134	741	2
134	829	1
134	866	1
134	1103	1
134	1572	1
134	1611	1
134	1674	4
134	1952	3
134	1976	4
134	2039	2
134	2355	1
134	2369	4
135	2	1
135	8	3
135	19	3
135	28	1
135	38	2
135	61	2
135	70	4
135	125	4
135	152	3
135	165	6
135	250	1
135	294	3
135	552	2
135	561	1
135	625	3
135	796	2
135	819	5
135	829	2
135	836	1
135	872	1
135	879	1
135	1000	2
135	1146	3
135	1152	1
135	1239	1
135	1302	2
135	1572	2
135	1595	1
135	1651	1
135	1725	1
135	1799	1
135	1828	1
135	1841	1
135	1917	1
135	1940	1
135	2034	1
135	2251	1
135	2262	1
135	2365	1
135	2557	2
135	3675	1
135	3716	1
136	2	3
136	19	2
136	22	1
136	28	1
136	58	2
136	59	1
136	104	4
136	130	2
136	139	2
136	152	2
136	200	1
136	407	1
136	409	1
136	431	2
136	446	6
136	455	1
136	500	2
136	520	14
136	552	2
136	582	2
136	627	2
136	678	1
136	796	5
136	800	1
136	829	9
136	872	2
136	892	1
136	962	1
136	1015	1
136	1020	1
136	1036	1
136	1108	3
136	1137	1
136	1152	9
136	1159	5
136	1164	3
136	1213	1
136	1246	1
136	1302	4
136	1369	1
136	1484	3
136	1556	1
136	1572	2
136	1628	1
136	1642	1
136	1694	1
136	1759	3
136	1819	4
136	1841	2
136	1900	2
136	2002	4
136	2034	1
136	2127	1
136	2153	1
136	2175	2
136	2251	2
136	2365	1
136	2512	1
136	2557	3
136	2645	4
136	2767	2
136	2921	1
136	3032	1
136	3185	1
136	3375	1
136	3543	3
136	3667	1
136	3675	1
136	3789	1
136	4269	3
137	58	2
137	104	1
137	1152	5
137	1759	2
138	27	7
138	122	3
138	177	1
138	193	2
138	216	4
138	557	3
138	981	2
138	988	1
138	1192	1
138	1463	1
138	1505	1
138	1510	1
138	1514	1
138	1577	3
138	1627	1
138	1702	1
138	1750	1
138	1765	1
138	1789	2
138	1967	1
138	1974	1
138	2117	1
138	2479	4
138	2549	1
138	2610	1
138	2730	1
138	3694	1
138	3752	1
138	3887	1
138	4134	1
139	28	1
139	190	2
140	28	1
140	190	1
141	28	1
141	156	1
141	187	1
141	190	2
141	236	1
141	566	1
141	1258	1
141	1572	1
142	19	1
142	22	1
142	28	1
142	43	6
142	139	1
142	152	1
142	156	1
142	190	1
142	200	4
142	282	2
142	469	2
142	613	10
142	819	8
142	990	1
142	1014	7
142	1032	2
142	1073	1
142	1096	1
142	1146	1
142	1246	1
142	1277	1
142	1302	1
142	1353	1
142	1396	1
142	1626	1
142	1732	1
142	1735	3
142	1743	1
142	1748	1
142	1828	1
142	1868	1
142	1887	1
142	1890	3
142	1988	2
142	2150	1
142	2162	2
142	2209	1
142	2631	1
142	2870	1
144	136	1
144	276	1
146	19	1
146	29	3
146	66	1
146	81	3
146	133	1
146	182	2
146	325	1
146	385	1
146	395	1
146	451	1
146	627	4
146	669	1
146	829	6
146	990	2
146	1005	1
146	1152	4
146	1426	1
146	1446	1
146	1479	1
146	1504	1
146	1560	1
146	1900	1
146	1947	1
146	2181	1
146	2631	1
146	2751	1
147	582	1
148	19	1
148	70	1
148	582	1
148	760	1
148	1042	11
148	1146	3
148	1344	3
148	1642	2
148	2044	1
148	2211	1
148	2556	1
149	12	41
149	66	1
149	130	2
149	152	1
149	221	3
149	327	1
149	385	1
149	582	30
149	674	1
149	749	1
149	1014	1
149	1108	1
149	1287	2
149	1433	1
149	1497	1
149	1591	2
149	1616	1
149	1642	1
