0	0	1
0	106	1
0	338	1
0	1711	1
0	2563	1
1	0	1
2	0	1
2	17	2
2	130	1
2	501	1
2	509	1
2	1025	2
2	1711	10
2	1900	1
2	2370	1
2	2436	1
2	2678	1
3	0	2
3	17	5
3	19	1
3	130	1
3	509	1
3	1711	2
3	2678	1
4	0	1
4	17	1
4	509	1
4	1711	2
5	0	1
5	12	1
5	501	1
5	509	3
5	514	1
5	936	1
5	1095	1
5	1558	1
5	1600	5
5	1701	1
5	1711	3
5	1803	2
5	1969	1
5	2426	1
5	2433	1
5	2496	2
5	2752	3
6	0	2
6	17	2
6	130	1
6	1664	1
7	0	2
7	130	1
8	1	1
8	3672	1
9	1	2
9	67	1
9	109	1
9	1208	1
9	2259	1
9	3672	1
10	2	1
10	1211	1
10	1634	1
10	1949	1
11	2	2
11	277	1
11	697	1
11	981	2
11	1505	1
11	1867	1
12	2	1
12	277	1
12	729	1
13	2	1
15	200	1
16	19	1
16	27	1
16	34	2
16	38	1
16	68	1
16	119	2
16	130	1
16	160	3
16	172	1
16	193	1
16	200	1
16	215	1
16	242	1
16	328	1
16	331	1
16	348	1
16	369	1
16	398	1
16	402	1
16	455	1
16	500	1
16	509	1
16	511	1
16	520	1
16	533	2
16	534	1
16	577	1
16	593	2
16	607	1
16	613	1
16	633	2
16	679	1
16	682	2
16	715	1
16	769	1
16	786	1
16	796	1
16	811	1
16	818	1
16	837	1
16	899	3
16	920	1
16	1005	3
16	1015	1
16	1069	3
16	1075	1
16	1088	2
16	1099	2
16	1167	1
16	1182	6
16	1192	5
16	1193	1
16	1239	1
16	1250	1
16	1252	1
16	1301	4
16	1331	1
16	1434	2
16	1469	1
16	1474	1
16	1514	4
16	1560	1
16	1701	1
16	1765	2
16	1870	1
16	1915	1
16	1964	1
16	1967	2
16	2057	2
16	2087	2
16	2113	2
16	2123	1
16	2158	1
16	2179	1
16	2317	3
16	2435	4
16	2440	1
16	2498	1
16	2523	1
16	2722	1
16	2752	2
16	3113	1
16	3314	1
17	1687	1
19	25	2
19	29	1
19	59	1
19	79	1
19	98	1
19	150	2
19	164	2
19	199	2
19	218	1
19	225	1
19	227	1
19	338	4
19	364	1
19	382	1
19	390	1
19	496	1
19	517	1
19	584	4
19	647	1
19	731	4
19	734	1
19	888	4
19	954	1
19	1100	1
19	1105	7
19	1341	2
19	1417	2
19	1504	2
19	1759	1
19	1907	1
19	1915	2
19	2065	1
19	2280	1
19	2407	1
20	382	1
20	731	2
20	888	2
20	954	1
20	1341	1
20	1915	2
21	4	1
21	35	1
21	125	1
21	180	1
21	456	1
21	607	3
21	620	1
21	868	1
21	1062	1
21	1239	2
21	1706	1
21	2179	1
21	2812	1
21	3677	1
22	4	1
22	35	1
22	122	1
22	180	1
22	198	2
22	575	1
22	607	10
22	682	1
22	971	1
22	1062	2
22	1063	2
22	1094	1
22	1117	1
22	1239	2
22	1706	1
23	4	1
23	125	1
23	198	1
23	575	1
23	607	5
23	682	1
23	868	1
23	971	1
23	1063	2
23	1094	1
23	1239	1
24	4	1
24	35	1
24	122	1
24	125	1
24	180	1
24	456	1
24	545	7
24	607	10
24	868	1
24	1044	1
24	1062	1
24	1117	1
24	1239	2
24	1422	1
24	1706	1
24	2179	1
24	2812	1
24	3014	4
24	3677	1
25	130	6
25	177	4
25	217	4
25	252	1
25	430	2
25	439	10
25	638	3
25	828	1
25	838	1
25	852	8
25	856	15
25	902	5
25	984	1
25	1040	2
25	1173	1
25	1239	2
25	1394	5
25	1627	1
25	2113	1
25	2114	1
26	130	2
26	430	1
26	2878	1
27	5	3
27	836	4
27	1401	4
27	1560	2
27	1651	1
27	1759	1
27	2215	1
28	5	3
28	216	1
28	829	1
28	836	6
